task_id,machine_id,operator_id,task_type,task_complexity,material_type,quantity_m3,target_depth_m,haul_distance_m,weather,temperature_c,rainfall_mm,wind_speed_kmh,ground_condition,operator_skill,operator_experience_yrs,previous_similar_tasks,previous_avg_completion_min,machine_age_yrs,engine_hours,bucket_capacity_m3,avg_engine_load_pct,machine_efficiency_pct,estimated_time_min,actual_completion_time_min,completed,date
1677,EXC004,OP006,Material Loading,Medium,Soil,195.8,1.1,20.1,Cloudy,18.8,0.0,1.1,Dry,Intermediate,14.8,182,19.0,7.7,791.0,1.5,85.1,78.5,19.8,37.8,1,2024-07-09 00:00:00
1678,EXC002,OP005,Compaction,Medium,Mixed,209.6,4.2,40.2,Rainy,39.1,43.0,11.6,Frozen,Beginner,1.3,136,35.0,3.1,11036.0,0.8,94.2,74.2,296.4,300.0,1,2024-12-19 00:00:00
1679,EXC003,OP009,Material Loading,High,Rock,120.7,3.5,77.4,Rainy,25.0,46.3,1.8,Frozen,Beginner,14.4,22,40.8,8.5,4823.0,1.5,63.3,79.5,137.3,125.9,1,2024-06-08 00:00:00
1680,EXC003,OP010,Trenching,Low,Soil,49.8,1.9,83.0,Windy,19.9,0.0,59.8,Dry,Intermediate,11.5,38,75.9,4.3,289.0,1.2,73.7,88.3,62.0,60.3,1,2024-01-07 00:00:00
1681,EXC003,OP003,Compaction,Medium,Sand,123.4,1.6,79.0,Cloudy,27.5,0.0,3.0,Frozen,Expert,8.2,90,42.0,10.6,5492.0,1.0,81.0,87.7,67.8,64.8,1,2024-12-29 00:00:00
1682,EXC001,OP010,Earth Excavation,Medium,Sand,162.7,1.1,64.1,Cloudy,41.5,0.0,14.6,Frozen,Intermediate,6.5,38,80.7,12.4,9954.0,1.0,64.7,92.2,153.9,152.7,1,2024-05-20 00:00:00
1683,EXC001,OP005,Compaction,Low,Mixed,113.9,1.1,28.9,Cloudy,41.4,0.0,12.1,Wet,Intermediate,12.7,151,54.4,7.9,8010.0,1.5,80.5,93.5,29.7,33.2,1,2024-07-01 00:00:00
1684,EXC005,OP007,Demolition,Low,Soil,202.4,1.9,52.4,Rainy,25.0,22.3,1.0,Dry,Intermediate,3.7,246,123.5,12.3,1062.0,1.5,78.0,85.9,177.2,174.6,1,2024-01-16 00:00:00
1685,EXC001,OP002,Compaction,Medium,Soil,101.3,2.6,60.2,Sunny,39.5,0.0,5.9,Dry,Beginner,1.2,270,59.9,8.3,4424.0,1.2,69.4,75.6,62.4,67.6,1,2024-02-09 00:00:00
1686,EXC001,OP004,Earth Excavation,Medium,Sand,159.7,3.7,35.0,Sunny,40.6,0.0,9.5,Dry,Intermediate,13.9,188,75.9,4.9,6711.0,0.8,68.6,78.6,118.6,109.6,0,2024-02-08 00:00:00
1687,EXC001,OP003,Trenching,Low,Clay,197.8,0.5,73.0,Rainy,37.8,2.2,13.0,Frozen,Beginner,13.8,168,82.1,8.3,3557.0,2.0,64.0,95.8,116.4,105.9,1,2024-05-11 00:00:00
1688,EXC002,OP008,Demolition,Medium,Rock,103.5,5.2,21.9,Cloudy,34.3,0.0,9.2,Wet,Intermediate,2.2,296,114.0,1.4,3720.0,2.0,79.6,76.9,121.2,118.1,1,2024-07-16 00:00:00
1689,EXC005,OP009,Grading,Medium,Soil,73.9,3.6,63.4,Rainy,9.4,22.8,11.6,Frozen,Expert,1.1,52,52.8,6.5,1919.0,1.5,73.1,66.0,62.6,67.2,1,2024-05-14 00:00:00
1690,EXC001,OP008,Earth Excavation,Low,Clay,156.3,3.5,85.9,Rainy,34.9,20.4,9.2,Dry,Expert,6.9,260,63.2,9.5,1988.0,1.5,63.5,73.3,92.8,90.1,1,2024-12-24 00:00:00
1691,EXC005,OP006,Trenching,High,Sand,66.1,1.8,19.9,Sunny,28.1,0.0,3.0,Muddy,Beginner,1.7,128,70.2,4.4,8205.0,0.8,57.0,67.1,224.7,211.9,1,2024-03-08 00:00:00
1692,EXC004,OP007,Material Loading,Low,Sand,179.3,3.2,75.2,Cloudy,30.6,0.0,11.3,Frozen,Beginner,2.9,52,31.2,5.2,3327.0,1.0,70.1,80.3,108.0,108.6,1,2024-04-09 00:00:00
1693,EXC001,OP001,Material Loading,Low,Gravel,99.5,2.0,61.2,Windy,39.2,0.0,53.9,Muddy,Beginner,2.0,237,47.5,8.3,639.0,0.8,66.9,72.1,127.5,121.7,1,2024-05-27 00:00:00
1694,EXC003,OP010,Trenching,Low,Soil,227.0,3.5,53.0,Windy,12.6,0.0,57.5,Muddy,Expert,10.1,71,87.4,9.2,9523.0,1.2,54.6,93.6,157.1,163.0,1,2024-10-07 00:00:00
1695,EXC001,OP002,Trenching,Low,Sand,214.7,5.0,21.2,Rainy,5.8,9.8,11.1,Frozen,Intermediate,13.1,176,72.2,10.7,9883.0,2.0,72.8,97.0,82.0,86.1,1,2024-12-22 00:00:00
1696,EXC004,OP004,Trenching,Low,Rock,74.1,5.4,54.6,Sunny,34.6,0.0,7.3,Dry,Expert,1.1,159,76.1,10.6,764.0,1.0,67.8,83.0,119.1,115.4,1,2024-06-20 00:00:00
1697,EXC001,OP005,Grading,High,Soil,205.7,3.4,88.8,Rainy,25.9,46.9,0.3,Wet,Beginner,11.2,282,47.9,5.5,8090.0,2.0,79.4,89.6,122.8,116.4,1,2024-08-24 00:00:00
1698,EXC004,OP002,Compaction,High,Sand,113.3,4.0,89.9,Sunny,21.1,0.0,1.3,Dry,Expert,12.7,24,45.0,2.3,7721.0,0.8,68.6,95.0,84.0,86.7,1,2024-05-25 00:00:00
1699,EXC004,OP005,Grading,High,Mixed,217.2,2.9,54.3,Sunny,33.8,0.0,10.7,Dry,Intermediate,7.9,16,62.1,14.5,627.0,1.2,69.2,70.2,165.2,158.4,1,2024-11-15 00:00:00
1700,EXC003,OP005,Trenching,High,Gravel,181.6,1.3,70.9,Cloudy,30.6,0.0,10.0,Dry,Intermediate,9.1,57,71.6,13.3,1093.0,0.8,91.9,67.2,311.2,300.0,1,2024-08-04 00:00:00
1701,EXC001,OP007,Grading,Low,Mixed,34.0,4.3,76.2,Rainy,32.2,36.3,12.0,Wet,Beginner,7.3,199,59.3,5.5,9297.0,2.0,59.0,79.4,42.0,33.8,1,2024-11-01 00:00:00
1702,EXC005,OP002,Demolition,Low,Rock,31.9,2.7,42.4,Cloudy,9.4,0.0,6.6,Frozen,Beginner,2.2,5,101.0,12.6,4470.0,1.5,58.2,84.9,110.7,112.0,1,2024-05-07 00:00:00
1703,EXC002,OP008,Trenching,Medium,Clay,152.0,1.9,85.8,Windy,17.6,0.0,53.2,Wet,Beginner,14.0,104,66.3,3.0,9100.0,1.5,68.1,74.1,173.3,158.8,1,2024-01-10 00:00:00
1704,EXC004,OP005,Earth Excavation,Low,Soil,116.6,4.6,93.9,Windy,17.6,0.0,38.1,Wet,Intermediate,12.9,287,65.4,9.4,1524.0,2.0,84.6,94.8,41.0,51.6,1,2024-03-31 00:00:00
1705,EXC003,OP008,Earth Excavation,Low,Mixed,178.2,4.9,80.9,Windy,11.0,0.0,40.5,Muddy,Intermediate,3.6,296,62.5,2.1,6260.0,1.2,94.2,83.9,189.8,173.0,1,2024-02-23 00:00:00
1706,EXC002,OP001,Earth Excavation,Low,Rock,98.6,2.9,60.0,Windy,5.0,0.0,27.7,Dry,Intermediate,11.0,171,60.3,4.6,6932.0,1.5,94.0,68.9,61.0,72.7,1,2024-01-13 00:00:00
1707,EXC005,OP006,Grading,Medium,Clay,120.7,1.5,25.8,Sunny,15.7,0.0,8.3,Muddy,Intermediate,1.7,212,56.4,1.8,4115.0,0.8,94.0,65.4,142.8,143.4,1,2024-07-13 00:00:00
1708,EXC002,OP004,Compaction,High,Gravel,146.7,3.7,48.3,Windy,30.5,0.0,44.1,Frozen,Intermediate,9.9,231,54.0,1.4,11570.0,2.0,65.1,73.1,54.1,61.2,0,2024-02-28 00:00:00
1709,EXC002,OP004,Demolition,Low,Gravel,44.8,3.6,62.1,Windy,25.3,0.0,26.8,Wet,Intermediate,10.0,298,114.7,2.6,2791.0,2.0,68.7,69.9,25.9,43.3,1,2024-06-18 00:00:00
1710,EXC002,OP004,Trenching,Medium,Rock,37.2,5.8,62.5,Sunny,7.8,0.0,2.9,Dry,Beginner,11.2,61,88.9,11.1,4507.0,1.2,56.7,82.7,105.3,105.3,0,2024-05-09 00:00:00
1711,EXC003,OP001,Trenching,Low,Clay,178.5,3.6,52.2,Rainy,22.6,48.1,12.9,Dry,Intermediate,6.1,6,82.9,10.0,441.0,0.8,64.3,89.9,293.8,300.0,1,2024-01-18 00:00:00
1712,EXC004,OP009,Earth Excavation,High,Mixed,154.0,1.1,7.7,Cloudy,29.7,0.0,11.1,Dry,Intermediate,4.7,271,66.3,8.2,7115.0,0.8,57.2,79.5,180.3,168.6,1,2024-07-02 00:00:00
1713,EXC004,OP008,Earth Excavation,High,Gravel,222.6,3.8,62.1,Rainy,23.9,8.7,7.3,Muddy,Beginner,8.3,228,67.2,6.1,1959.0,1.5,70.5,88.1,229.1,236.2,1,2024-12-14 00:00:00
1714,EXC004,OP002,Material Loading,Low,Mixed,192.3,3.4,67.6,Rainy,41.1,34.8,2.3,Wet,Intermediate,3.5,289,20.7,13.1,766.0,1.2,72.9,94.9,85.8,86.3,1,2024-11-24 00:00:00
1715,EXC003,OP008,Material Loading,Medium,Rock,120.8,4.5,54.4,Sunny,36.5,0.0,0.5,Muddy,Beginner,5.2,150,42.2,9.2,7973.0,1.0,67.9,67.4,144.4,146.2,1,2024-04-23 00:00:00
1716,EXC004,OP002,Compaction,Medium,Sand,221.0,5.2,72.4,Windy,16.4,0.0,49.9,Dry,Beginner,3.9,182,38.7,3.7,6522.0,1.0,75.7,76.6,181.2,180.1,1,2024-09-12 00:00:00
1717,EXC005,OP002,Grading,High,Gravel,206.0,1.8,66.1,Sunny,20.8,0.0,9.9,Muddy,Intermediate,1.0,125,46.4,5.0,3826.0,2.0,55.2,79.4,105.2,100.4,1,2024-03-31 00:00:00
1718,EXC002,OP001,Earth Excavation,Medium,Gravel,217.9,4.2,63.9,Rainy,8.5,12.9,4.1,Wet,Beginner,6.8,249,74.0,13.9,4963.0,1.0,64.8,67.3,290.6,300.0,1,2024-07-21 00:00:00
1719,EXC002,OP005,Earth Excavation,Low,Soil,227.9,3.7,51.8,Rainy,31.5,10.0,0.3,Dry,Beginner,9.4,278,66.6,2.8,344.0,1.0,85.5,68.8,190.1,184.8,1,2024-10-11 00:00:00
1720,EXC002,OP006,Compaction,High,Soil,237.1,1.0,21.3,Windy,7.1,0.0,29.9,Frozen,Intermediate,9.1,125,42.6,9.6,9977.0,0.8,73.8,81.8,195.9,182.7,1,2024-05-10 00:00:00
1721,EXC002,OP003,Material Loading,Low,Clay,213.7,1.3,21.5,Rainy,7.5,19.1,11.4,Dry,Beginner,13.7,217,29.5,6.8,2975.0,2.0,81.0,87.5,46.9,38.3,1,2024-08-09 00:00:00
1722,EXC001,OP003,Earth Excavation,High,Clay,233.4,1.2,51.5,Windy,36.1,0.0,10.2,Dry,Beginner,2.1,45,62.9,5.5,1941.0,0.8,58.2,84.5,287.5,300.0,0,2024-03-18 00:00:00
1723,EXC003,OP006,Grading,Low,Soil,70.2,2.3,18.3,Cloudy,30.2,0.0,5.9,Frozen,Intermediate,11.1,187,67.5,8.5,4652.0,1.5,50.3,87.8,33.4,29.6,1,2024-11-27 00:00:00
1724,EXC002,OP002,Earth Excavation,Low,Rock,71.6,3.8,62.6,Windy,35.7,0.0,36.1,Dry,Expert,11.3,258,43.0,13.4,1776.0,1.0,82.4,75.8,79.5,83.9,1,2024-10-27 00:00:00
1725,EXC004,OP005,Material Loading,Medium,Clay,118.2,5.2,41.8,Rainy,23.0,49.8,5.3,Wet,Intermediate,12.4,178,34.8,4.5,496.0,2.0,71.6,91.0,44.0,37.7,1,2024-02-05 00:00:00
1726,EXC005,OP002,Trenching,High,Mixed,77.9,5.9,89.8,Sunny,24.3,0.0,9.4,Frozen,Beginner,6.9,183,73.9,3.5,8241.0,1.2,80.1,83.1,180.5,190.0,1,2024-12-17 00:00:00
1727,EXC004,OP003,Earth Excavation,Low,Soil,66.9,4.5,34.3,Rainy,34.6,7.8,5.8,Muddy,Beginner,6.1,116,69.0,7.5,5043.0,1.5,64.8,65.5,116.0,86.2,1,2024-10-03 00:00:00
1728,EXC003,OP007,Trenching,Low,Mixed,95.7,5.7,31.8,Windy,32.0,0.0,11.0,Wet,Intermediate,8.6,116,100.6,11.3,5756.0,1.2,78.9,90.3,88.9,109.1,1,2024-04-08 00:00:00
1729,EXC005,OP002,Demolition,Low,Clay,133.0,5.0,80.7,Windy,8.6,0.0,25.4,Muddy,Intermediate,7.1,105,110.7,5.4,3944.0,1.5,56.4,68.9,201.8,201.5,1,2024-04-15 00:00:00
1730,EXC005,OP007,Demolition,Medium,Gravel,160.6,4.9,20.2,Cloudy,30.8,0.0,8.2,Frozen,Beginner,10.3,206,94.8,2.0,11243.0,2.0,68.8,90.6,127.1,132.7,1,2024-08-24 00:00:00
1731,EXC004,OP004,Earth Excavation,Medium,Gravel,98.1,1.2,69.2,Rainy,26.8,45.3,11.1,Dry,Expert,6.3,104,62.6,9.7,10376.0,2.0,50.6,85.7,49.3,56.8,1,2024-07-17 00:00:00
1732,EXC001,OP003,Earth Excavation,High,Soil,243.8,2.6,75.6,Rainy,32.2,5.0,3.5,Dry,Beginner,13.4,128,79.7,2.9,6346.0,2.0,61.0,83.4,113.2,122.3,1,2024-02-11 00:00:00
1733,EXC005,OP010,Earth Excavation,Medium,Soil,104.3,3.9,56.6,Cloudy,37.0,0.0,12.3,Frozen,Expert,3.7,275,57.3,11.4,9552.0,1.2,93.3,89.3,82.1,90.5,1,2024-12-29 00:00:00
1734,EXC003,OP009,Grading,Low,Soil,98.5,4.4,12.5,Cloudy,27.7,0.0,8.7,Wet,Beginner,11.9,90,62.7,1.9,4125.0,1.0,81.4,88.5,52.9,63.2,1,2024-02-24 00:00:00
1735,EXC003,OP006,Demolition,High,Mixed,85.5,5.1,64.7,Sunny,22.9,0.0,13.9,Dry,Expert,12.2,236,117.1,2.4,8526.0,2.0,74.4,74.1,60.5,69.0,1,2024-12-09 00:00:00
1736,EXC001,OP007,Earth Excavation,Medium,Soil,227.7,1.3,26.5,Windy,24.9,0.0,54.8,Dry,Intermediate,1.2,269,75.0,3.6,8665.0,0.8,73.4,84.6,206.2,196.9,1,2024-12-17 00:00:00
1737,EXC003,OP008,Compaction,Low,Sand,52.8,2.0,21.0,Rainy,39.2,39.8,10.5,Muddy,Intermediate,11.6,68,50.3,9.2,10292.0,1.0,61.3,84.5,60.9,52.9,1,2024-07-22 00:00:00
1738,EXC004,OP009,Trenching,Low,Rock,44.8,3.2,82.6,Cloudy,13.9,0.0,9.5,Muddy,Intermediate,4.4,178,86.3,8.6,8472.0,1.2,59.3,89.4,95.7,98.7,1,2024-07-09 00:00:00
1739,EXC002,OP002,Trenching,Medium,Soil,171.6,5.6,18.9,Cloudy,32.4,0.0,9.3,Frozen,Beginner,10.2,173,78.6,12.8,4630.0,1.2,62.5,74.4,216.6,204.1,1,2024-03-22 00:00:00
1740,EXC003,OP009,Material Loading,Low,Soil,173.3,5.7,92.4,Cloudy,37.3,0.0,10.4,Dry,Expert,4.4,98,34.3,3.1,11403.0,1.5,93.2,81.6,36.6,46.1,1,2024-03-07 00:00:00
1741,EXC003,OP002,Compaction,High,Sand,81.9,2.9,64.6,Windy,26.5,0.0,60.0,Frozen,Expert,4.5,155,44.6,1.5,4777.0,0.8,67.4,75.5,100.2,107.1,1,2024-10-25 00:00:00
1742,EXC005,OP002,Grading,High,Soil,49.9,4.0,94.4,Rainy,9.9,14.2,13.0,Dry,Intermediate,7.8,238,51.9,6.7,5784.0,0.8,54.6,72.2,98.2,102.4,1,2024-05-25 00:00:00
1743,EXC002,OP010,Trenching,High,Clay,35.0,2.1,94.8,Rainy,10.8,43.7,11.6,Frozen,Expert,6.0,260,72.9,13.4,11088.0,1.2,68.3,84.4,103.3,104.8,1,2024-02-07 00:00:00
1744,EXC005,OP010,Compaction,Low,Mixed,33.3,3.3,94.3,Cloudy,15.3,0.0,5.3,Muddy,Intermediate,12.0,289,58.5,12.1,11335.0,0.8,87.7,84.6,55.0,53.8,0,2024-06-15 00:00:00
1745,EXC004,OP004,Trenching,High,Mixed,248.9,4.9,77.0,Sunny,31.4,0.0,0.8,Frozen,Beginner,4.7,105,83.9,12.1,10768.0,1.2,61.7,72.8,298.8,300.0,1,2024-03-28 00:00:00
1746,EXC001,OP010,Grading,Low,Rock,167.1,2.1,92.1,Sunny,15.4,0.0,11.9,Wet,Beginner,5.1,26,48.6,9.7,8448.0,1.0,57.8,77.5,207.5,195.6,1,2024-09-13 00:00:00
1747,EXC003,OP002,Demolition,Medium,Clay,56.8,1.7,27.5,Rainy,40.6,7.9,1.6,Muddy,Beginner,2.5,59,113.4,3.4,4551.0,1.2,54.0,69.5,214.0,209.1,1,2024-08-03 00:00:00
1748,EXC002,OP008,Demolition,Low,Soil,31.6,3.5,57.3,Sunny,16.9,0.0,7.1,Wet,Intermediate,6.2,142,117.5,7.2,10207.0,1.0,82.1,74.2,73.9,77.4,1,2024-10-30 00:00:00
1749,EXC004,OP002,Earth Excavation,High,Sand,241.4,4.7,51.5,Sunny,36.2,0.0,1.1,Frozen,Beginner,11.2,129,59.8,14.4,9859.0,1.5,65.6,94.4,193.6,184.6,1,2024-06-26 00:00:00
1750,EXC001,OP004,Grading,Medium,Soil,50.7,3.9,43.4,Sunny,29.0,0.0,7.3,Wet,Beginner,13.2,237,44.7,6.3,6199.0,2.0,55.9,81.2,31.0,28.9,1,2024-06-01 00:00:00
1751,EXC005,OP003,Earth Excavation,Low,Gravel,128.5,0.6,62.3,Rainy,10.4,23.4,0.5,Wet,Expert,6.9,149,61.8,13.2,1798.0,0.8,61.4,73.6,131.5,140.0,1,2024-01-30 00:00:00
1752,EXC003,OP006,Material Loading,High,Gravel,220.0,0.7,98.2,Sunny,40.8,0.0,0.5,Muddy,Intermediate,5.0,263,34.8,11.6,5846.0,1.5,50.2,76.7,85.3,91.3,1,2024-06-19 00:00:00
1753,EXC005,OP005,Trenching,Low,Mixed,214.5,4.1,19.2,Rainy,11.7,33.9,4.9,Wet,Expert,5.3,117,68.5,12.8,442.0,1.5,60.7,65.9,160.2,160.3,1,2024-08-04 00:00:00
1754,EXC004,OP005,Demolition,Medium,Rock,143.7,2.2,90.8,Windy,21.2,0.0,38.6,Muddy,Expert,8.6,148,119.6,12.5,6509.0,1.5,70.6,80.2,248.7,230.0,1,2024-02-20 00:00:00
1755,EXC003,OP006,Grading,High,Rock,77.8,0.8,50.5,Cloudy,32.9,0.0,9.9,Muddy,Beginner,0.9,192,62.3,8.1,4097.0,1.2,68.2,97.4,127.2,128.2,1,2024-04-30 00:00:00
1756,EXC001,OP007,Compaction,Low,Mixed,180.0,2.7,5.8,Rainy,31.0,46.7,12.9,Frozen,Intermediate,13.2,275,54.9,6.3,8620.0,1.2,78.7,82.9,81.6,73.8,1,2024-12-10 00:00:00
1757,EXC005,OP003,Earth Excavation,Low,Gravel,189.8,1.3,54.9,Cloudy,36.8,0.0,0.4,Dry,Intermediate,11.0,279,66.9,13.3,9590.0,1.0,85.2,82.1,106.2,105.4,1,2024-07-17 00:00:00
1758,EXC001,OP009,Compaction,Medium,Soil,36.7,3.4,13.1,Windy,33.2,0.0,41.7,Wet,Beginner,9.3,44,37.3,3.7,8751.0,1.5,63.6,83.8,38.3,26.2,1,2024-02-16 00:00:00
1759,EXC003,OP007,Grading,High,Soil,93.3,0.8,97.0,Rainy,7.0,41.1,10.0,Wet,Intermediate,6.4,263,55.7,11.3,9224.0,1.0,74.5,72.1,139.1,139.2,1,2024-09-10 00:00:00
1760,EXC002,OP004,Demolition,High,Mixed,134.1,0.7,13.8,Sunny,38.3,0.0,0.7,Dry,Expert,4.1,298,105.0,6.6,441.0,1.0,86.5,92.4,154.0,158.5,1,2024-07-10 00:00:00
1761,EXC005,OP007,Compaction,Medium,Rock,180.9,2.8,70.1,Sunny,32.3,0.0,11.3,Muddy,Intermediate,8.8,245,54.4,3.2,8467.0,0.8,54.2,94.6,153.1,161.9,1,2024-10-03 00:00:00
1762,EXC004,OP001,Trenching,High,Soil,129.2,2.6,44.1,Windy,21.8,0.0,33.9,Muddy,Intermediate,1.9,31,87.0,6.0,956.0,1.2,84.9,82.2,216.8,224.8,1,2024-03-26 00:00:00
1763,EXC003,OP004,Trenching,High,Clay,50.2,2.7,60.3,Sunny,7.6,0.0,1.0,Dry,Intermediate,11.1,205,78.0,6.4,4346.0,2.0,53.8,93.4,56.6,44.5,1,2024-11-06 00:00:00
1764,EXC004,OP002,Earth Excavation,Medium,Sand,246.5,2.0,47.4,Sunny,25.3,0.0,8.3,Wet,Expert,2.8,50,71.5,9.0,8742.0,1.5,92.5,88.9,101.2,100.5,1,2024-08-16 00:00:00
1765,EXC003,OP002,Grading,Medium,Sand,134.8,2.2,22.1,Sunny,9.0,0.0,6.2,Muddy,Beginner,5.4,55,44.6,14.5,10306.0,1.2,83.9,80.8,112.3,117.7,1,2024-03-09 00:00:00
1766,EXC004,OP005,Demolition,Low,Rock,198.0,3.1,16.6,Cloudy,17.0,0.0,8.5,Muddy,Intermediate,5.6,170,118.7,12.3,11385.0,1.2,60.9,94.3,274.5,269.9,1,2024-12-29 00:00:00
1767,EXC002,OP008,Earth Excavation,Medium,Sand,137.4,4.0,86.4,Sunny,21.9,0.0,4.1,Wet,Beginner,4.6,91,53.5,2.5,1917.0,1.2,84.5,78.6,145.6,152.9,1,2024-02-20 00:00:00
1768,EXC001,OP010,Earth Excavation,Medium,Clay,187.5,4.0,59.7,Windy,33.9,0.0,48.6,Dry,Intermediate,13.1,92,71.5,10.6,4399.0,1.5,73.6,81.2,108.7,119.3,1,2024-03-31 00:00:00
1769,EXC005,OP008,Compaction,Low,Sand,196.3,5.5,26.5,Windy,18.5,0.0,49.6,Wet,Intermediate,4.3,178,52.3,7.8,5433.0,1.5,94.5,68.4,108.4,89.1,1,2024-04-20 00:00:00
1770,EXC005,OP010,Trenching,Low,Soil,107.1,1.2,43.5,Windy,32.9,0.0,24.9,Dry,Expert,7.5,35,81.4,2.3,8440.0,0.8,64.3,69.5,119.0,106.1,1,2024-06-04 00:00:00
1771,EXC005,OP006,Demolition,Medium,Mixed,163.2,2.6,73.2,Windy,30.8,0.0,22.4,Muddy,Expert,6.8,228,124.4,2.4,4947.0,2.0,64.1,85.9,136.3,119.8,1,2024-03-25 00:00:00
1772,EXC005,OP004,Compaction,High,Sand,110.8,4.6,60.1,Rainy,7.0,26.7,11.2,Dry,Beginner,4.3,107,45.1,10.0,10123.0,1.5,52.9,84.1,108.1,108.1,1,2024-08-01 00:00:00
1773,EXC001,OP002,Demolition,Medium,Clay,47.2,3.8,19.9,Rainy,41.8,3.9,1.1,Wet,Intermediate,11.9,278,109.9,2.0,4980.0,1.5,85.5,72.7,82.3,76.9,1,2024-04-10 00:00:00
1774,EXC003,OP009,Compaction,Medium,Rock,161.9,3.3,36.0,Windy,27.5,0.0,16.2,Frozen,Expert,12.9,54,35.6,11.3,3586.0,0.8,76.1,94.8,130.9,130.8,1,2024-09-07 00:00:00
1775,EXC003,OP008,Compaction,High,Clay,222.3,3.5,34.8,Cloudy,31.0,0.0,7.4,Frozen,Beginner,1.0,66,36.5,9.9,11640.0,2.0,88.8,85.5,147.1,136.7,1,2024-07-01 00:00:00
1776,EXC004,OP002,Earth Excavation,Medium,Soil,235.1,5.0,81.2,Windy,25.0,0.0,14.6,Wet,Beginner,11.3,252,71.4,1.8,1279.0,1.2,61.5,95.4,165.9,169.2,1,2024-08-08 00:00:00
1777,EXC004,OP002,Trenching,Low,Rock,159.3,2.0,34.6,Cloudy,24.2,0.0,12.7,Wet,Intermediate,2.3,224,65.9,11.0,11949.0,1.5,69.9,89.1,130.7,131.6,1,2024-07-19 00:00:00
1778,EXC005,OP003,Earth Excavation,Medium,Sand,176.5,3.4,10.7,Rainy,16.3,1.4,13.7,Wet,Intermediate,5.0,260,61.5,1.9,230.0,1.5,77.5,85.5,90.5,92.2,1,2024-04-21 00:00:00
1779,EXC003,OP002,Compaction,High,Gravel,239.1,2.0,7.0,Rainy,13.5,2.2,6.1,Muddy,Intermediate,12.6,277,48.1,14.6,8464.0,1.2,68.4,75.0,127.1,134.1,1,2024-08-19 00:00:00
1780,EXC001,OP002,Earth Excavation,Low,Sand,178.5,1.8,12.2,Sunny,27.0,0.0,9.0,Dry,Expert,5.0,183,70.4,6.0,738.0,1.2,63.3,94.1,62.2,57.1,1,2024-01-30 00:00:00
1781,EXC001,OP001,Trenching,Medium,Soil,215.8,2.9,10.8,Sunny,26.4,0.0,5.7,Frozen,Beginner,1.7,172,79.6,4.7,4057.0,0.8,68.2,68.5,300.7,300.0,1,2024-10-21 00:00:00
1782,EXC004,OP002,Demolition,Medium,Clay,204.2,5.5,42.5,Windy,41.7,0.0,15.2,Wet,Expert,12.5,72,99.4,4.4,11258.0,1.5,89.1,90.2,167.6,164.3,1,2024-09-15 00:00:00
1783,EXC004,OP002,Earth Excavation,Low,Soil,118.1,3.4,24.8,Sunny,17.4,0.0,7.7,Muddy,Expert,3.3,295,57.1,10.5,5501.0,1.5,61.1,78.1,65.2,59.4,1,2024-07-31 00:00:00
1784,EXC001,OP005,Grading,High,Clay,68.7,5.3,12.1,Rainy,41.5,26.9,14.8,Dry,Intermediate,11.4,53,42.7,2.7,2884.0,1.2,54.8,89.1,65.0,68.4,1,2024-08-29 00:00:00
1785,EXC003,OP006,Earth Excavation,High,Gravel,147.8,2.0,53.1,Sunny,40.3,0.0,6.8,Wet,Beginner,4.3,68,71.8,2.6,10833.0,0.8,58.7,83.2,276.9,265.8,1,2024-06-08 00:00:00
1786,EXC001,OP005,Material Loading,High,Sand,81.8,3.2,69.0,Rainy,25.3,2.0,7.7,Wet,Intermediate,14.5,1,44.9,6.4,1571.0,2.0,51.0,78.6,19.1,30.4,1,2024-05-16 00:00:00
1787,EXC004,OP010,Grading,Low,Gravel,71.0,0.8,85.7,Sunny,34.5,0.0,13.9,Dry,Intermediate,5.2,21,51.2,13.1,4902.0,1.2,70.6,83.3,58.5,51.4,1,2024-08-05 00:00:00
1788,EXC002,OP009,Compaction,High,Mixed,182.2,0.6,68.8,Rainy,29.3,0.0,6.1,Muddy,Beginner,1.1,36,46.9,4.7,11842.0,2.0,92.3,87.6,137.3,128.9,1,2024-10-13 00:00:00
1789,EXC004,OP006,Demolition,Medium,Mixed,92.3,2.6,36.4,Sunny,17.2,0.0,9.0,Wet,Expert,9.6,290,114.6,9.2,1008.0,1.0,82.1,94.1,111.6,119.9,0,2024-04-17 00:00:00
1790,EXC004,OP001,Trenching,High,Mixed,190.8,4.8,41.3,Cloudy,38.7,0.0,4.4,Wet,Expert,12.6,131,79.1,6.7,2964.0,1.5,65.5,91.4,114.2,120.8,1,2024-03-28 00:00:00
1791,EXC001,OP007,Trenching,High,Soil,123.5,3.6,62.1,Cloudy,7.2,0.0,6.8,Muddy,Beginner,5.7,88,84.3,7.0,692.0,0.8,79.0,69.2,321.4,300.0,1,2024-04-19 00:00:00
1792,EXC004,OP009,Trenching,High,Rock,156.5,3.8,20.9,Rainy,24.8,45.9,1.7,Frozen,Beginner,3.3,87,101.9,4.2,9062.0,0.8,76.0,81.6,296.4,300.0,1,2024-05-15 00:00:00
1793,EXC003,OP002,Trenching,Low,Clay,135.3,3.9,8.2,Cloudy,7.4,0.0,14.1,Muddy,Expert,12.7,12,95.0,7.6,2565.0,2.0,93.9,65.2,72.2,68.9,1,2024-07-29 00:00:00
